order_id,customer_id,order_date,offer_type,channel,revenue,cost,status
ORD_1330,CUST_902,2024-09-07,Workshop,Event Walk-in,105.51,42.16,Completed
ORD_1331,CUST_167,2025-03-31,Creative Studio,Instagram,246.68,109.51,Completed
ORD_1332,CUST_1476,2024-09-21,Media Package,Event Walk-in,421.82,211.54,Completed
ORD_1333,CUST_999,2024-05-23,Event Ticket,Instagram,481.92,220.74,Completed
ORD_1334,CUST_287,2024-08-14,Corporate Package,Event Walk-in,109.65,40.78,Completed
ORD_1335,CUST_173,2024-10-25,Creative Studio,Partnership,208.62,134.33,Completed
ORD_1336,CUST_397,2024-11-08,Media Package,Instagram,183.25,69.01,Completed
ORD_1337,CUST_1253,2024-10-28,Event Ticket,Event Walk-in,74.06,33.15,Completed
ORD_1338,CUST_1178,2024-05-11,Event Ticket,Instagram,419.9,287.34,Completed
ORD_1339,CUST_1292,2025-01-28,Membership,Event Walk-in,474.82,265.36,Completed
ORD_1340,CUST_327,2024-08-04,Media Package,Referral,74.26,43.84,Completed
ORD_1341,CUST_647,2024-01-13,Membership,LinkedIn,157.28,83.61,Completed
ORD_1342,CUST_675,2025-06-13,Creative Studio,Instagram,311.67,156.98,Completed
ORD_1343,CUST_237,2024-06-23,Partner Offer,Instagram,238.67,116.34,Completed
ORD_1344,CUST_1488,2025-05-28,Creative Studio,Instagram,471.66,311.31,Completed
ORD_1345,CUST_1016,2025-05-11,Media Package,Event Walk-in,279.05,105.15,Refunded
ORD_1346,CUST_354,2025-05-08,Event Ticket,Google Search,107.62,60.64,Refunded
ORD_1347,CUST_447,2024-01-15,Media Package,Event Walk-in,190.64,98.17,Completed
ORD_1348,CUST_571,2024-08-18,Creative Studio,Instagram,174.93,79.7,Completed
ORD_1349,CUST_1132,2024-10-11,Media Package,Referral,499.46,161.39,Completed
ORD_1350,CUST_1177,2024-05-02,Media Package,Instagram,161.69,111.04,Completed
ORD_1351,CUST_181,2025-04-15,Media Package,Partnership,380.73,176.12,Completed
ORD_1352,CUST_665,2024-01-13,Corporate Package,Google Search,279.92,105.32,Completed
ORD_1353,CUST_495,2025-06-20,Corporate Package,Instagram,314.61,177.1,Completed
ORD_1354,CUST_36,2025-01-07,Media Package,Event Walk-in,370.42,250.82,Completed
ORD_1355,CUST_1143,2024-04-11,Partner Offer,Event Walk-in,116.72,39.91,Completed
ORD_1356,CUST_258,2024-10-04,Media Package,TikTok,105.98,67.22,Completed
ORD_1357,CUST_962,2024-03-22,Partner Offer,Partnership,152.2,60.84,Completed
ORD_1358,CUST_300,2025-06-19,Membership,Google Search,103.21,32.65,Completed
ORD_1359,CUST_784,2024-07-06,Media Package,TikTok,475.91,309.65,Completed
ORD_1360,CUST_917,2024-09-07,Membership,Google Search,459.09,175.08,Completed
ORD_1361,CUST_357,2024-06-30,Event Ticket,TikTok,130.22,49.91,Completed
ORD_1362,CUST_554,2024-10-11,Event Ticket,Partnership,470.93,230.16,Completed
ORD_1363,CUST_551,2024-03-06,Partner Offer,Event Walk-in,152.51,87.25,Completed
ORD_1364,CUST_1194,2024-11-06,Event Ticket,LinkedIn,438.07,256.96,Completed
ORD_1365,CUST_1194,2025-05-03,Media Package,LinkedIn,467.59,236.75,Completed
ORD_1366,CUST_844,2024-02-22,Creative Studio,Google Search,298.95,200.78,Completed
ORD_1367,CUST_286,2024-07-20,Media Package,TikTok,138.65,65.51,Completed
ORD_1368,CUST_1483,2025-05-02,Membership,Google Search,31.06,12.9,Completed
ORD_1369,CUST_606,2024-08-08,Media Package,Event Walk-in,114.25,49.0,Completed
ORD_1370,CUST_30,2024-01-10,Media Package,Partnership,312.76,199.28,Refunded
ORD_1371,CUST_736,2024-04-24,Media Package,Instagram,369.64,240.39,Completed
ORD_1372,CUST_915,2024-07-18,Media Package,Event Walk-in,432.45,173.51,Completed
ORD_1373,CUST_1485,2025-04-12,Partner Offer,TikTok,306.52,128.56,Completed
ORD_1374,CUST_343,2025-02-20,Media Package,Google Search,245.82,113.31,Completed
ORD_1375,CUST_442,2024-06-29,Creative Studio,Instagram,421.91,149.27,Completed
ORD_1376,CUST_678,2024-10-17,Partner Offer,LinkedIn,201.69,130.56,Completed
ORD_1377,CUST_1024,2025-06-28,Membership,TikTok,497.0,298.05,Completed
ORD_1378,CUST_1263,2025-05-30,Creative Studio,Partnership,381.67,259.17,Completed
ORD_1379,CUST_219,2024-07-05,Media Package,TikTok,28.29,17.41,Completed
ORD_1380,CUST_998,2025-06-05,Media Package,Instagram,199.84,76.03,Completed
ORD_1381,CUST_236,2024-03-08,Workshop,Instagram,471.08,303.58,Completed
ORD_1382,CUST_1402,2024-04-06,Partner Offer,Event Walk-in,359.45,213.66,Completed
ORD_1383,CUST_308,2024-07-06,Membership,Partnership,241.55,131.2,Completed
ORD_1384,CUST_548,2024-08-25,Membership,Event Walk-in,351.31,232.19,Completed
ORD_1385,CUST_841,2024-11-23,Workshop,TikTok,124.45,48.29,Completed
ORD_1386,CUST_1119,2024-11-03,Partner Offer,TikTok,288.25,194.97,Completed
ORD_1387,CUST_498,2024-06-07,Creative Studio,Partnership,57.12,32.83,Completed
ORD_1388,CUST_907,2025-02-09,Workshop,Referral,212.52,134.76,Refunded
ORD_1389,CUST_1305,2024-06-09,Creative Studio,Google Search,424.61,266.71,Completed
ORD_1390,CUST_785,2025-04-30,Media Package,Instagram,352.61,176.25,Completed
ORD_1391,CUST_786,2024-10-02,Membership,Event Walk-in,418.41,252.12,Completed
ORD_1392,CUST_1123,2024-11-06,Creative Studio,Instagram,422.95,179.45,Completed
ORD_1393,CUST_1107,2024-12-28,Workshop,Event Walk-in,375.05,189.78,Completed
ORD_1394,CUST_1281,2024-11-11,Creative Studio,Instagram,28.97,12.77,Completed
ORD_1395,CUST_1249,2025-03-03,Event Ticket,Google Search,186.51,92.85,Refunded
ORD_1396,CUST_1402,2024-02-26,Partner Offer,Event Walk-in,292.35,158.92,Completed
ORD_1397,CUST_604,2024-05-23,Partner Offer,Instagram,491.95,329.6,Completed
ORD_1398,CUST_574,2024-01-20,Workshop,Instagram,432.55,173.76,Completed
ORD_1399,CUST_931,2024-09-19,Membership,TikTok,373.2,238.19,Completed
ORD_1400,CUST_1172,2024-11-25,Creative Studio,Event Walk-in,321.6,159.28,Completed
ORD_1401,CUST_498,2024-07-23,Workshop,Partnership,326.38,106.51,Completed
ORD_1402,CUST_1272,2025-03-26,Corporate Package,Instagram,165.11,87.49,Completed
ORD_1403,CUST_321,2024-09-05,Event Ticket,Google Search,250.93,89.28,Completed
ORD_1404,CUST_80,2025-04-26,Partner Offer,Referral,190.58,110.29,Refunded
ORD_1405,CUST_764,2025-02-03,Media Package,Partnership,409.34,162.88,Refunded
ORD_1406,CUST_65,2025-05-13,Membership,Event Walk-in,118.24,60.13,Cancelled
ORD_1407,CUST_645,2025-01-19,Event Ticket,TikTok,469.83,176.97,Completed
ORD_1408,CUST_609,2024-12-16,Membership,Instagram,434.37,201.33,Completed
ORD_1409,CUST_989,2024-10-18,Event Ticket,Instagram,361.97,210.9,Completed
ORD_1410,CUST_589,2024-03-16,Creative Studio,Event Walk-in,84.85,40.56,Completed
ORD_1411,CUST_533,2025-02-27,Workshop,Google Search,406.16,220.5,Refunded
ORD_1412,CUST_379,2024-11-02,Media Package,TikTok,477.88,257.28,Completed
ORD_1413,CUST_669,2025-03-24,Membership,TikTok,225.76,127.46,Completed
ORD_1414,CUST_256,2024-09-23,Media Package,TikTok,59.3,19.24,Completed
ORD_1415,CUST_1144,2024-01-23,Event Ticket,Instagram,232.61,148.55,Completed
ORD_1416,CUST_343,2024-11-17,Partner Offer,Google Search,45.06,31.53,Completed
ORD_1417,CUST_1250,2025-04-01,Workshop,LinkedIn,273.6,181.23,Completed
ORD_1418,CUST_1116,2024-11-24,Media Package,Instagram,293.19,99.72,Completed
ORD_1419,CUST_618,2024-12-07,Membership,Google Search,286.97,99.26,Cancelled
ORD_1420,CUST_1276,2024-09-22,Membership,Referral,241.04,131.21,Completed
ORD_1421,CUST_1190,2024-01-24,Event Ticket,Instagram,290.9,203.34,Completed
ORD_1422,CUST_870,2025-03-13,Creative Studio,LinkedIn,297.23,127.83,Completed
ORD_1423,CUST_109,2024-02-19,Corporate Package,Partnership,404.54,184.96,Completed
ORD_1424,CUST_935,2025-06-08,Creative Studio,Event Walk-in,35.18,18.22,Completed
ORD_1425,CUST_343,2024-02-02,Partner Offer,Google Search,153.7,99.97,Refunded
ORD_1426,CUST_648,2024-11-30,Workshop,TikTok,434.82,189.38,Completed
ORD_1427,CUST_177,2024-12-07,Media Package,TikTok,241.78,115.06,Completed
ORD_1428,CUST_1402,2024-04-04,Partner Offer,Event Walk-in,119.29,70.31,Completed
ORD_1429,CUST_1166,2025-06-28,Event Ticket,Instagram,133.69,79.8,Completed
ORD_1430,CUST_574,2024-03-30,Media Package,Instagram,424.67,130.65,Completed
ORD_1431,CUST_449,2024-07-14,Workshop,Referral,227.95,129.95,Completed
ORD_1432,CUST_934,2025-03-17,Workshop,Google Search,197.23,92.9,Completed
ORD_1433,CUST_1271,2024-06-04,Media Package,Event Walk-in,299.2,158.56,Completed
ORD_1434,CUST_488,2024-12-13,Media Package,Event Walk-in,98.87,68.41,Completed
ORD_1435,CUST_443,2025-03-18,Corporate Package,Instagram,71.07,30.19,Completed
ORD_1436,CUST_331,2024-10-27,Event Ticket,Instagram,450.73,258.63,Completed
ORD_1437,CUST_1073,2024-01-20,Event Ticket,LinkedIn,483.85,323.75,Completed
ORD_1438,CUST_1058,2024-06-03,Membership,Referral,138.84,45.88,Completed
ORD_1439,CUST_6,2024-11-30,Media Package,Instagram,243.62,79.29,Completed
ORD_1440,CUST_321,2024-07-24,Workshop,Google Search,364.73,115.6,Completed
ORD_1441,CUST_1111,2024-12-29,Corporate Package,LinkedIn,168.97,53.44,Completed
ORD_1442,CUST_88,2024-06-05,Membership,Partnership,456.15,296.87,Completed
ORD_1443,CUST_557,2024-11-11,Membership,Google Search,30.32,13.17,Completed
ORD_1444,CUST_1395,2024-02-10,Workshop,Partnership,294.24,146.32,Completed
ORD_1445,CUST_347,2024-03-11,Creative Studio,Google Search,357.06,204.79,Completed
ORD_1446,CUST_524,2024-08-23,Media Package,Instagram,275.76,142.46,Completed
ORD_1447,CUST_1141,2024-06-16,Creative Studio,TikTok,44.88,26.67,Completed
ORD_1448,CUST_1200,2024-08-10,Workshop,TikTok,252.88,160.23,Completed
ORD_1449,CUST_1256,2025-03-26,Event Ticket,Event Walk-in,127.3,52.03,Refunded
ORD_1450,CUST_422,2024-01-27,Creative Studio,Event Walk-in,219.71,113.5,Completed
ORD_1451,CUST_97,2024-08-01,Creative Studio,LinkedIn,472.99,210.07,Completed
ORD_1452,CUST_1407,2025-02-12,Membership,TikTok,203.17,81.78,Completed
ORD_1453,CUST_788,2024-05-07,Event Ticket,Instagram,450.73,252.35,Completed
ORD_1454,CUST_583,2025-06-12,Event Ticket,Event Walk-in,240.36,156.73,Completed
ORD_1455,CUST_599,2024-05-03,Partner Offer,TikTok,140.31,63.18,Completed
ORD_1456,CUST_408,2025-01-01,Workshop,Instagram,124.17,71.71,Completed
ORD_1457,CUST_1073,2024-07-14,Membership,LinkedIn,220.88,137.0,Completed
ORD_1458,CUST_768,2025-06-03,Creative Studio,TikTok,121.96,55.01,Completed
ORD_1459,CUST_1185,2024-04-24,Partner Offer,TikTok,318.42,136.7,Completed
ORD_1460,CUST_882,2025-01-24,Workshop,Instagram,187.99,116.3,Completed
ORD_1461,CUST_474,2024-04-12,Creative Studio,TikTok,489.34,272.01,Refunded
ORD_1462,CUST_791,2024-03-07,Creative Studio,Partnership,57.59,37.92,Completed
ORD_1463,CUST_319,2024-11-03,Membership,TikTok,25.71,7.71,Completed
ORD_1464,CUST_1068,2025-02-03,Corporate Package,LinkedIn,262.71,136.51,Completed
ORD_1465,CUST_104,2024-10-08,Media Package,Partnership,174.24,82.63,Refunded
ORD_1466,CUST_215,2024-02-16,Event Ticket,Instagram,228.33,159.48,Completed
ORD_1467,CUST_226,2024-01-10,Event Ticket,Instagram,304.59,110.65,Completed
ORD_1468,CUST_1287,2025-04-26,Workshop,Event Walk-in,496.71,260.92,Completed
ORD_1469,CUST_1421,2024-08-02,Corporate Package,LinkedIn,71.22,32.12,Completed
ORD_1470,CUST_836,2025-01-15,Media Package,Instagram,44.87,15.59,Completed
ORD_1471,CUST_743,2025-03-05,Event Ticket,Event Walk-in,305.73,93.91,Refunded
ORD_1472,CUST_807,2024-06-04,Workshop,Instagram,123.79,54.36,Completed
ORD_1473,CUST_977,2024-07-04,Creative Studio,Instagram,360.84,213.52,Refunded
ORD_1474,CUST_799,2024-06-15,Event Ticket,Event Walk-in,143.69,62.76,Completed
ORD_1475,CUST_77,2025-02-17,Media Package,TikTok,385.26,251.39,Refunded
ORD_1476,CUST_697,2024-09-28,Media Package,LinkedIn,351.99,146.93,Completed
ORD_1477,CUST_465,2024-01-27,Creative Studio,Referral,168.29,79.43,Refunded
ORD_1478,CUST_977,2024-02-05,Workshop,Instagram,337.03,124.46,Completed
ORD_1479,CUST_19,2025-02-21,Event Ticket,LinkedIn,313.4,218.07,Completed
ORD_1480,CUST_767,2025-06-21,Event Ticket,Instagram,352.42,189.82,Completed
ORD_1481,CUST_1278,2024-12-23,Corporate Package,Event Walk-in,348.93,116.64,Completed
ORD_1482,CUST_596,2024-03-08,Event Ticket,Instagram,159.48,94.06,Completed
ORD_1483,CUST_393,2025-03-01,Corporate Package,LinkedIn,325.13,190.76,Completed
ORD_1484,CUST_989,2024-05-17,Corporate Package,Instagram,491.28,341.23,Completed
ORD_1485,CUST_250,2024-01-01,Creative Studio,Event Walk-in,133.84,74.22,Completed
ORD_1486,CUST_277,2024-09-20,Event Ticket,Partnership,144.06,69.14,Completed
ORD_1487,CUST_1478,2025-01-09,Partner Offer,Partnership,304.51,107.93,Completed
ORD_1488,CUST_229,2024-04-08,Media Package,Instagram,73.12,41.18,Completed
ORD_1489,CUST_1128,2024-07-19,Event Ticket,Google Search,425.68,221.66,Completed
ORD_1490,CUST_1436,2024-05-26,Membership,TikTok,309.1,151.14,Completed
ORD_1491,CUST_1031,2024-04-07,Media Package,Instagram,369.51,236.28,Completed
ORD_1492,CUST_897,2024-04-17,Membership,Instagram,187.5,81.76,Completed
ORD_1493,CUST_105,2024-11-04,Creative Studio,Event Walk-in,185.65,108.03,Cancelled
ORD_1494,CUST_1163,2025-06-16,Media Package,TikTok,378.18,200.17,Cancelled
ORD_1495,CUST_1127,2024-09-30,Workshop,Instagram,118.58,51.16,Completed
ORD_1496,CUST_551,2025-03-08,Creative Studio,Event Walk-in,445.45,163.47,Completed
ORD_1497,CUST_744,2024-02-05,Workshop,Partnership,280.22,122.15,Completed
ORD_1498,CUST_390,2024-02-19,Workshop,Instagram,392.68,150.65,Cancelled
ORD_1499,CUST_540,2024-01-15,Event Ticket,LinkedIn,211.68,123.25,Completed
ORD_1500,CUST_618,2024-08-31,Event Ticket,Google Search,66.22,23.59,Completed
ORD_1501,CUST_692,2025-05-07,Media Package,Instagram,335.46,221.9,Completed
ORD_1502,CUST_1444,2025-02-19,Media Package,Instagram,120.93,45.55,Completed
ORD_1503,CUST_825,2024-09-26,Media Package,Partnership,45.62,20.63,Completed
ORD_1504,CUST_502,2024-10-13,Media Package,Event Walk-in,294.11,138.65,Completed
ORD_1505,CUST_967,2024-12-11,Creative Studio,Instagram,345.85,158.45,Refunded
ORD_1506,CUST_976,2024-09-18,Creative Studio,Partnership,366.56,184.5,Refunded
ORD_1507,CUST_237,2025-04-12,Media Package,Instagram,206.21,68.91,Completed
ORD_1508,CUST_176,2024-12-16,Workshop,LinkedIn,476.76,211.67,Completed
ORD_1509,CUST_799,2025-01-09,Creative Studio,Event Walk-in,486.75,328.2,Completed
ORD_1510,CUST_341,2024-05-09,Event Ticket,Event Walk-in,113.14,59.94,Cancelled
ORD_1511,CUST_217,2024-04-23,Event Ticket,TikTok,151.31,81.65,Completed
ORD_1512,CUST_204,2024-05-09,Corporate Package,Google Search,285.57,160.95,Completed
ORD_1513,CUST_1386,2025-03-22,Media Package,Event Walk-in,411.87,272.41,Refunded
ORD_1514,CUST_1282,2025-05-31,Membership,Event Walk-in,491.47,303.07,Completed
ORD_1515,CUST_11,2025-06-07,Membership,Instagram,498.05,223.38,Completed
ORD_1516,CUST_327,2024-08-15,Workshop,Referral,199.05,123.15,Completed
ORD_1517,CUST_641,2024-12-28,Media Package,Instagram,282.43,158.53,Completed
ORD_1518,CUST_1139,2025-06-27,Media Package,Instagram,226.0,72.78,Completed
ORD_1519,CUST_1149,2025-01-06,Media Package,Instagram,159.0,109.1,Completed
ORD_1520,CUST_188,2025-06-27,Event Ticket,Partnership,344.3,122.76,Completed
ORD_1521,CUST_1197,2024-06-18,Media Package,TikTok,197.11,70.99,Refunded
ORD_1522,CUST_1402,2024-08-19,Corporate Package,Event Walk-in,176.39,86.27,Completed
ORD_1523,CUST_233,2024-06-04,Media Package,LinkedIn,198.56,80.38,Cancelled
ORD_1524,CUST_1107,2025-03-10,Corporate Package,Event Walk-in,231.03,98.91,Completed
ORD_1525,CUST_1086,2025-02-14,Membership,LinkedIn,304.05,149.69,Refunded
ORD_1526,CUST_1449,2025-03-07,Corporate Package,Event Walk-in,494.52,279.69,Completed
ORD_1527,CUST_255,2024-05-19,Media Package,LinkedIn,313.48,189.17,Completed
ORD_1528,CUST_766,2024-03-17,Membership,Instagram,378.15,124.77,Completed
ORD_1529,CUST_513,2024-11-15,Membership,Instagram,45.02,19.2,Completed
ORD_1530,CUST_964,2024-03-09,Event Ticket,TikTok,131.5,83.98,Completed
ORD_1531,CUST_437,2024-05-27,Media Package,Referral,101.23,36.46,Completed
ORD_1532,CUST_971,2024-09-05,Creative Studio,Instagram,247.54,100.36,Completed
ORD_1533,CUST_294,2025-03-05,Creative Studio,Instagram,368.95,177.82,Completed
ORD_1534,CUST_485,2024-12-24,Event Ticket,Google Search,490.13,213.37,Cancelled
ORD_1535,CUST_521,2024-10-09,Event Ticket,TikTok,376.65,117.27,Completed
ORD_1536,CUST_2,2024-06-04,Membership,Google Search,233.27,136.82,Completed
ORD_1537,CUST_642,2024-10-09,Workshop,Referral,226.57,96.1,Completed
ORD_1538,CUST_1420,2024-04-30,Media Package,LinkedIn,316.57,156.57,Completed
ORD_1539,CUST_519,2025-04-27,Membership,Partnership,409.84,231.46,Completed
ORD_1540,CUST_746,2024-05-07,Media Package,Referral,392.88,137.44,Completed
ORD_1541,CUST_178,2024-06-06,Event Ticket,Instagram,273.92,121.99,Cancelled
ORD_1542,CUST_30,2024-12-15,Corporate Package,Partnership,410.59,145.91,Refunded
ORD_1543,CUST_161,2024-02-11,Creative Studio,Event Walk-in,319.42,106.79,Refunded
ORD_1544,CUST_1387,2024-04-25,Media Package,Instagram,37.41,25.69,Completed
ORD_1545,CUST_1493,2024-06-21,Corporate Package,Event Walk-in,386.62,220.0,Completed
ORD_1546,CUST_1472,2025-05-13,Workshop,Instagram,258.87,124.73,Completed
ORD_1547,CUST_62,2024-04-15,Event Ticket,Partnership,467.68,172.37,Completed
ORD_1548,CUST_975,2025-01-06,Membership,TikTok,177.26,83.86,Completed
ORD_1549,CUST_728,2025-05-21,Corporate Package,Partnership,158.59,65.53,Cancelled
ORD_1550,CUST_1012,2025-03-07,Event Ticket,Google Search,405.44,230.9,Completed
ORD_1551,CUST_369,2024-10-13,Corporate Package,TikTok,201.8,84.62,Completed
ORD_1552,CUST_303,2024-09-14,Media Package,Instagram,108.56,51.84,Completed
ORD_1553,CUST_434,2024-09-14,Partner Offer,Referral,331.02,154.18,Completed
ORD_1554,CUST_251,2024-04-13,Media Package,TikTok,53.58,31.27,Completed
ORD_1555,CUST_705,2025-05-21,Membership,Event Walk-in,186.21,55.92,Completed
ORD_1556,CUST_170,2024-09-29,Event Ticket,TikTok,186.49,68.15,Completed
ORD_1557,CUST_190,2025-05-14,Media Package,Partnership,339.64,215.69,Completed
ORD_1558,CUST_41,2025-01-19,Media Package,Partnership,422.78,177.69,Refunded
ORD_1559,CUST_791,2025-01-26,Event Ticket,Partnership,486.08,259.85,Completed
ORD_1560,CUST_451,2024-04-10,Media Package,Event Walk-in,354.33,226.58,Completed
ORD_1561,CUST_232,2024-09-01,Creative Studio,Event Walk-in,245.68,102.05,Completed
ORD_1562,CUST_755,2025-03-07,Workshop,LinkedIn,157.56,88.48,Completed
ORD_1563,CUST_957,2024-02-10,Creative Studio,Event Walk-in,311.31,169.57,Completed
ORD_1564,CUST_681,2025-04-16,Media Package,Partnership,359.74,134.63,Completed
ORD_1565,CUST_490,2025-02-12,Workshop,Google Search,91.07,40.11,Completed
ORD_1566,CUST_335,2025-03-18,Media Package,Instagram,435.15,171.19,Completed
ORD_1567,CUST_1232,2024-07-04,Event Ticket,Instagram,89.07,43.15,Refunded
ORD_1568,CUST_1456,2024-04-11,Membership,Referral,490.66,278.66,Completed
ORD_1569,CUST_1449,2024-01-30,Media Package,Event Walk-in,486.57,257.33,Completed
ORD_1570,CUST_18,2024-09-16,Creative Studio,Partnership,479.56,263.58,Completed
ORD_1571,CUST_1249,2024-12-26,Partner Offer,Google Search,111.57,50.7,Completed
ORD_1572,CUST_637,2025-04-01,Workshop,Event Walk-in,129.54,73.54,Completed
ORD_1573,CUST_677,2024-09-26,Workshop,Referral,338.57,107.73,Completed
ORD_1574,CUST_17,2024-11-25,Workshop,Instagram,118.29,65.03,Completed
ORD_1575,CUST_1226,2024-06-25,Corporate Package,Partnership,201.87,124.36,Refunded
ORD_1576,CUST_696,2024-12-07,Creative Studio,LinkedIn,61.8,33.52,Completed
ORD_1577,CUST_120,2024-08-21,Creative Studio,Partnership,189.44,78.39,Completed
ORD_1578,CUST_52,2024-04-02,Media Package,LinkedIn,304.7,134.85,Completed
ORD_1579,CUST_1237,2025-05-24,Media Package,Instagram,253.46,76.2,Completed
ORD_1580,CUST_1195,2024-07-26,Membership,Instagram,360.83,197.29,Completed
ORD_1581,CUST_800,2024-12-25,Creative Studio,Event Walk-in,261.0,80.7,Completed
ORD_1582,CUST_885,2025-01-05,Workshop,Instagram,307.31,126.01,Cancelled
ORD_1583,CUST_55,2024-11-26,Event Ticket,Partnership,420.73,204.51,Completed
ORD_1584,CUST_190,2024-11-13,Partner Offer,Partnership,392.6,246.01,Completed
ORD_1585,CUST_1404,2024-10-30,Workshop,TikTok,318.84,97.26,Completed
ORD_1586,CUST_1400,2025-02-11,Media Package,LinkedIn,392.71,273.06,Completed
ORD_1587,CUST_346,2024-04-05,Event Ticket,TikTok,208.7,78.65,Completed
ORD_1588,CUST_88,2025-02-18,Corporate Package,Partnership,300.66,200.17,Completed
ORD_1589,CUST_191,2024-12-14,Media Package,Instagram,408.93,141.3,Completed
ORD_1590,CUST_655,2025-01-29,Event Ticket,Instagram,468.09,211.96,Cancelled
ORD_1591,CUST_958,2024-10-27,Media Package,TikTok,478.31,185.4,Cancelled
ORD_1592,CUST_570,2024-11-27,Partner Offer,Google Search,258.56,83.14,Completed
ORD_1593,CUST_602,2024-02-11,Membership,TikTok,138.75,50.65,Completed
ORD_1594,CUST_1491,2024-10-07,Event Ticket,Partnership,220.6,67.75,Completed
ORD_1595,CUST_1069,2024-08-12,Membership,Google Search,68.12,23.29,Completed
ORD_1596,CUST_1485,2024-08-09,Event Ticket,TikTok,452.76,314.66,Completed
ORD_1597,CUST_638,2024-01-22,Corporate Package,Referral,362.38,129.13,Completed
ORD_1598,CUST_880,2025-03-25,Creative Studio,TikTok,404.28,163.53,Completed
ORD_1599,CUST_857,2024-07-15,Creative Studio,Event Walk-in,126.57,70.32,Completed
ORD_1600,CUST_1385,2025-02-13,Media Package,TikTok,24.73,15.69,Refunded
ORD_1601,CUST_1326,2025-01-31,Workshop,Partnership,216.56,107.26,Completed
ORD_1602,CUST_662,2025-01-07,Workshop,Event Walk-in,102.2,44.88,Completed
ORD_1603,CUST_548,2025-01-14,Creative Studio,Event Walk-in,450.76,240.95,Refunded
ORD_1604,CUST_717,2024-08-28,Creative Studio,Partnership,86.71,26.45,Completed
ORD_1605,CUST_304,2024-05-17,Creative Studio,Google Search,217.25,147.92,Completed
ORD_1606,CUST_1035,2024-09-09,Workshop,Referral,123.16,46.25,Completed
ORD_1607,CUST_415,2024-04-08,Partner Offer,Event Walk-in,339.96,143.81,Completed
ORD_1608,CUST_659,2025-06-03,Media Package,LinkedIn,431.27,218.41,Completed
ORD_1609,CUST_363,2024-04-17,Workshop,Instagram,451.69,293.48,Completed
ORD_1610,CUST_68,2024-12-22,Media Package,TikTok,320.52,106.28,Completed
ORD_1611,CUST_953,2024-08-17,Media Package,Event Walk-in,90.76,47.37,Completed
ORD_1612,CUST_338,2024-02-24,Media Package,Google Search,182.54,114.14,Completed
ORD_1613,CUST_146,2025-03-22,Event Ticket,LinkedIn,215.94,129.03,Cancelled
ORD_1614,CUST_254,2024-01-23,Media Package,LinkedIn,353.26,208.23,Completed
ORD_1615,CUST_1083,2024-02-28,Corporate Package,TikTok,393.05,259.56,Completed
ORD_1616,CUST_1015,2024-05-31,Event Ticket,Google Search,112.25,77.2,Completed
ORD_1617,CUST_1443,2024-10-09,Media Package,Event Walk-in,499.2,339.68,Refunded
ORD_1618,CUST_1170,2024-01-29,Media Package,Instagram,346.44,119.44,Completed
ORD_1619,CUST_1370,2024-05-16,Partner Offer,Partnership,267.59,147.88,Completed
ORD_1620,CUST_1004,2025-04-07,Creative Studio,Google Search,441.31,272.07,Completed
ORD_1621,CUST_1167,2024-11-07,Creative Studio,Instagram,184.73,100.89,Completed
ORD_1622,CUST_603,2025-06-04,Partner Offer,Instagram,25.67,11.63,Completed
ORD_1623,CUST_1312,2024-11-18,Corporate Package,Instagram,329.11,125.82,Cancelled
ORD_1624,CUST_1303,2024-02-24,Media Package,Instagram,225.12,98.29,Completed
ORD_1625,CUST_472,2024-05-02,Workshop,Instagram,112.98,43.65,Completed
ORD_1626,CUST_1376,2024-03-06,Media Package,Event Walk-in,338.9,119.33,Completed
ORD_1627,CUST_1380,2024-07-18,Membership,Google Search,44.67,15.2,Completed
ORD_1628,CUST_888,2024-07-02,Corporate Package,Instagram,444.45,201.52,Completed
ORD_1629,CUST_23,2025-05-21,Media Package,Instagram,449.34,143.29,Completed
ORD_1630,CUST_653,2024-04-06,Partner Offer,TikTok,134.39,85.83,Completed
ORD_1631,CUST_519,2025-01-31,Workshop,Partnership,481.14,236.89,Completed
ORD_1632,CUST_92,2025-04-30,Event Ticket,Instagram,456.94,205.03,Completed
ORD_1633,CUST_591,2024-04-08,Creative Studio,Partnership,107.95,64.63,Completed
ORD_1634,CUST_1375,2025-03-16,Corporate Package,TikTok,189.18,117.66,Completed
ORD_1635,CUST_618,2024-07-07,Membership,Google Search,481.72,198.19,Completed
ORD_1636,CUST_434,2024-12-25,Partner Offer,Referral,81.18,24.87,Completed
ORD_1637,CUST_1202,2024-12-13,Media Package,Event Walk-in,455.75,191.63,Completed
ORD_1638,CUST_1035,2024-09-20,Event Ticket,Referral,490.81,149.64,Completed
ORD_1639,CUST_1328,2024-03-01,Media Package,Event Walk-in,292.92,100.4,Completed
ORD_1640,CUST_1399,2024-01-02,Partner Offer,LinkedIn,324.21,171.71,Completed
ORD_1641,CUST_134,2024-01-05,Creative Studio,Event Walk-in,370.81,148.04,Completed
ORD_1642,CUST_322,2025-01-18,Corporate Package,Instagram,52.26,25.59,Cancelled
ORD_1643,CUST_68,2024-07-12,Media Package,TikTok,459.51,284.71,Completed
ORD_1644,CUST_951,2024-08-11,Partner Offer,Instagram,297.27,95.74,Completed
ORD_1645,CUST_573,2024-06-07,Media Package,Event Walk-in,201.66,81.18,Completed
